set,protocol,qid,slice,qtype,code,ndcg@10,recall@5,recall@10,mrr@10
test,article,test-gk-123.16-3,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1237,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1231,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1236,seen,everyday,gk,0.00000,0.00000,0.00000,0.00000
test,article,test-gk-1241,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1278,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1276,seen,everyday,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-1287,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1296,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-13,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1300,seen,everyday,gk,0.43068,1.00000,1.00000,0.25000
test,article,test-gk-1321,seen,everyday,gk,0.50000,1.00000,1.00000,0.33333
test,article,test-gk-1328,seen,everyday,gk,0.00000,0.00000,0.00000,0.00000
test,article,test-gk-133.1,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1331,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1357,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1359,seen,everyday,gk,0.00000,0.00000,0.00000,0.00000
test,article,test-gk-1369,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1373,seen,legal,gk,0.43068,1.00000,1.00000,0.25000
test,article,test-gk-1398,seen,everyday,gk,0.35621,0.00000,1.00000,0.16667
test,article,test-gk-1418,seen,everyday,gk,0.00000,0.00000,0.00000,0.00000
test,article,test-gk-1447,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1427,seen,legal,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-1471,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1474,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1483,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1494,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1501,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1504,seen,legal,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-1496,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1525,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-169,seen,search,gk,0.50000,1.00000,1.00000,0.33333
test,article,test-gk-1523,seen,everyday,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-177,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-178,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-181.3,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-188,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-183,seen,legal,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-189,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-199,seen,search,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-23,seen,legal,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-237,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-239,seen,search,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-233,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-239.2,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-264,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-274,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-287.5,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-277,seen,everyday,gk,0.43068,1.00000,1.00000,0.25000
test,article,test-gk-284,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-298,seen,everyday,gk,0.00000,0.00000,0.00000,0.00000
test,article,test-gk-299,seen,search,gk,0.28906,0.00000,1.00000,0.10000
test,article,test-gk-322,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-308,seen,everyday,gk,0.00000,0.00000,0.00000,0.00000
test,article,test-gk-328,seen,everyday,gk,0.00000,0.00000,0.00000,0.00000
test,article,test-gk-333,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-354,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-358.14,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-356,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-358.6,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-360,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-358.7,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-368,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-37,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-384,seen,search,gk,0.50000,1.00000,1.00000,0.33333
test,article,test-gk-392.3,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-396,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-403,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-399,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-42,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-406.1,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-469,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-45,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-547,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-542,seen,everyday,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-550,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-606,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-57,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-610,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-624,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-638,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-63,seen,everyday,gk,0.50000,1.00000,1.00000,0.33333
test,article,test-gk-636,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-64.2,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-651,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-65.3,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-67.1,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-690,seen,search,gk,0.38685,1.00000,1.00000,0.20000
test,article,test-gk-692,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-683,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-722,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-695,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-745,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-763,seen,legal,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-747,seen,everyday,gk,0.50000,1.00000,1.00000,0.33333
test,article,test-gk-777,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-818,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-808,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-782,seen,everyday,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-858,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-846,seen,everyday,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-860.11,seen,everyday,gk,0.50000,1.00000,1.00000,0.33333
test,article,test-gk-860.13,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-860.5,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-864,seen,search,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-860.14,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-88,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-883,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-866,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-889,seen,legal,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-907,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-899,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-920,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-935,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-93,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-926.3,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-96,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-960,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-990,seen,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-978,seen,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-994,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-995,seen,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-1.8,seen,search,koap,0.63093,1.00000,1.00000,0.50000
test,article,test-koap-11.13,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-11.4,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-11.6.1,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-12.21.3,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-12.30,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-12.4,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-13.15,seen,search,koap,0.43068,1.00000,1.00000,0.25000
test,article,test-koap-13.23,seen,legal,koap,0.38685,1.00000,1.00000,0.20000
test,article,test-koap-13.44,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-13.33.1,seen,everyday,koap,0.63093,1.00000,1.00000,0.50000
test,article,test-koap-13.56,seen,search,koap,0.00000,0.00000,0.00000,0.00000
test,article,test-koap-13.45,seen,everyday,koap,0.63093,1.00000,1.00000,0.50000
test,article,test-koap-14.13,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-14.17.3,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-14.33,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-14.38,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-14.46.2,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-14.56.1,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-14.52,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-15.11,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-15.15,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-15.27.3,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-16.16,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-16.1,seen,everyday,koap,0.00000,0.00000,0.00000,0.00000
test,article,test-koap-16.21,seen,search,koap,0.63093,1.00000,1.00000,0.50000
test,article,test-koap-19.27,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-17.13,seen,everyday,koap,0.00000,0.00000,0.00000,0.00000
test,article,test-koap-19.4.2,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-19.7.11,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-19.8,seen,search,koap,0.50000,1.00000,1.00000,0.33333
test,article,test-koap-20.13,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-20.14,seen,everyday,koap,0.63093,1.00000,1.00000,0.50000
test,article,test-koap-19.8.2,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-20.17,seen,everyday,koap,0.63093,1.00000,1.00000,0.50000
test,article,test-koap-20.25,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-20.24,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-20.3.4,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-20.3.3,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-20.5.1,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-23.15,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-20.6.1,seen,everyday,koap,0.00000,0.00000,0.00000,0.00000
test,article,test-koap-23.34,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-23.26.1,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-23.36.2,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-23.42,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-23.55,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-23.88,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-23.86,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-27.14,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-26.1,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-24.4,seen,everyday,koap,0.33333,0.00000,1.00000,0.14286
test,article,test-koap-27.15,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-28.10,seen,search,koap,0.43068,1.00000,1.00000,0.25000
test,article,test-koap-28.5,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-27.20,seen,everyday,koap,0.38685,1.00000,1.00000,0.20000
test,article,test-koap-29.6,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-3.4,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-29.9,seen,everyday,koap,0.00000,0.00000,0.00000,0.00000
test,article,test-koap-3.13,seen,everyday,koap,0.31546,0.00000,1.00000,0.12500
test,article,test-koap-30.12,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-30.15,seen,legal,koap,0.00000,0.00000,0.00000,0.00000
test,article,test-koap-31.10,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-31.8,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-31.7,seen,everyday,koap,0.50000,1.00000,1.00000,0.33333
test,article,test-koap-4.6,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-5.27.2,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-4.7,seen,everyday,koap,0.28906,0.00000,1.00000,0.10000
test,article,test-koap-5.41,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-5.40,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-5.61.1,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-5.46,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-5.8,seen,search,koap,0.38685,1.00000,1.00000,0.20000
test,article,test-koap-5.63,seen,everyday,koap,0.30103,0.00000,1.00000,0.11111
test,article,test-koap-6.21,seen,everyday,koap,0.35621,0.00000,1.00000,0.16667
test,article,test-koap-6.23,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-6.3.1,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-6.28,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-7.12,seen,legal,koap,0.50000,1.00000,1.00000,0.33333
test,article,test-koap-6.9,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-6.32,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-7.20,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-7.32.6,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-7.35,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-8.14,seen,legal,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-8.28,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-8.34,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-8.47,seen,search,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-130,seen,legal,tk,0.63093,1.00000,1.00000,0.50000
test,article,test-tk-131,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-koap-9.7,seen,everyday,koap,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-14,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-173,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-138,seen,everyday,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-18,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-180,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-209.1,seen,legal,tk,0.63093,1.00000,1.00000,0.50000
test,article,test-tk-214.2,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-203,seen,everyday,tk,0.63093,1.00000,1.00000,0.50000
test,article,test-tk-216,seen,legal,tk,0.50000,1.00000,1.00000,0.33333
test,article,test-tk-219,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-216.2,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-222,seen,everyday,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-229,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-229.1,seen,everyday,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-229.2,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-231,seen,search,tk,0.00000,0.00000,0.00000,0.00000
test,article,test-tk-253,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-248,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-255,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-278,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-296,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-290,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-312.2,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-314,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-308,seen,everyday,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-324,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-319,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-338,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-331,seen,everyday,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-350,seen,search,tk,0.63093,1.00000,1.00000,0.50000
test,article,test-tk-339,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-351.7,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-378,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-39,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-386,seen,search,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-407,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-415,seen,everyday,tk,0.31546,0.00000,1.00000,0.12500
test,article,test-tk-403,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-74,seen,search,tk,0.63093,1.00000,1.00000,0.50000
test,article,test-tk-66.1,seen,legal,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-104,seen,legal,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-tk-92,seen,everyday,tk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-100,seen,everyday,zhk,0.00000,0.00000,0.00000,0.00000
test,article,test-zhk-174,seen,search,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-185,seen,legal,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-191,seen,legal,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-193,seen,legal,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-200,seen,everyday,zhk,0.31546,0.00000,1.00000,0.12500
test,article,test-zhk-33,seen,everyday,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-46,seen,everyday,zhk,0.63093,1.00000,1.00000,0.50000
test,article,test-zhk-47.1,seen,everyday,zhk,0.50000,1.00000,1.00000,0.33333
test,article,test-zhk-55,seen,everyday,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-57,seen,everyday,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-62,seen,search,zhk,0.63093,1.00000,1.00000,0.50000
test,article,test-zhk-91.10,seen,everyday,zhk,0.38685,1.00000,1.00000,0.20000
test,article,test-zhk-85,seen,everyday,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-91.14,seen,everyday,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-91.16,seen,everyday,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-91.19,seen,everyday,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-91.20,seen,everyday,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1019,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-zhk-91.9,seen,everyday,zhk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1045,unseen_articles,legal,gk,0.00000,0.00000,0.00000,0.00000
test,article,test-gk-1048,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1055,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1076,unseen_articles,search,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-1081,unseen_articles,legal,gk,0.00000,0.00000,0.00000,0.00000
test,article,test-gk-1084,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1059,unseen_articles,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1101,unseen_articles,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1129,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1117,unseen_articles,everyday,gk,0.50000,1.00000,1.00000,0.33333
test,article,test-gk-1132,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1147,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1145,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1162,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1170,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1175,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1190,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1216,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1182,unseen_articles,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-123.4,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1247,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1251,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1258,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1254,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1313,unseen_articles,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1326,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-135,unseen_articles,everyday,gk,0.00000,0.00000,0.00000,0.00000
test,article,test-gk-136,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1354,unseen_articles,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1368,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1362,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1376,unseen_articles,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1386,unseen_articles,everyday,gk,0.33333,0.00000,1.00000,0.14286
test,article,test-gk-1415,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1436,unseen_articles,everyday,gk,0.50000,1.00000,1.00000,0.33333
test,article,test-gk-1439,unseen_articles,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-144,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1443,unseen_articles,everyday,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-1449,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1445,unseen_articles,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-1459,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-149.4,unseen_articles,legal,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-1484,unseen_articles,everyday,gk,0.31546,0.00000,1.00000,0.12500
test,article,test-gk-174,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-18,unseen_articles,search,gk,0.38685,1.00000,1.00000,0.20000
test,article,test-gk-1526,unseen_articles,everyday,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-200,unseen_articles,legal,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-212,unseen_articles,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-213,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-208,unseen_articles,everyday,gk,0.00000,0.00000,0.00000,0.00000
test,article,test-gk-229,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-219,unseen_articles,everyday,gk,0.38685,1.00000,1.00000,0.20000
test,article,test-gk-245,unseen_articles,legal,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-242,unseen_articles,everyday,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-248,unseen_articles,search,gk,1.00000,1.00000,1.00000,1.00000
test,article,test-gk-31,unseen_articles,search,gk,0.38685,1.00000,1.00000,0.20000
test,article,test-gk-310,unseen_articles,search,gk,0.63093,1.00000,1.00000,0.50000
test,article,test-gk-281,unseen_articles,everyday,gk,1.00000,1.00000,1.00000,1.00000
